Employee_ID,Candidate_ID,Hire_Date,Department,Role,Base_Salary,Manager_ID,Manager_Effect,Is_Bad_Manager,Is_Biased_Manager,Gender,Ethnicity,Age_Band,Education_Level,Skill_Score,Culture_Score,Potential_Score,LQI
EMP_006807,CAND_009813,2020-04-11,Engineering,Tech_Lead,154000,MGR_0372,-0.1409,False,False,Male,Black_African_American,31_40,Masters,72.4,70.9,64.5,69.58
EMP_006808,CAND_009814,2020-04-11,HR,LD_Manager,84000,MGR_0323,-0.0719,False,False,Male,White,41_50,Bachelors,74.1,50.5,55.2,61.35
EMP_006809,CAND_009815,2020-04-11,Marketing,CMO,102000,MGR_0192,-0.0858,True,False,Female,Black_African_American,22_30,Masters,75.0,52.0,84.8,71.04
EMP_006810,CAND_009818,2020-04-12,Marketing,Brand_Manager,109000,MGR_0188,-0.2074,False,False,Female,White,22_30,Masters,81.3,81.9,65.4,76.71
EMP_006811,CAND_009819,2020-04-12,Engineering,Staff_Engineer,133000,MGR_0183,0.0195,False,False,Male,Other,31_40,Bachelors,52.0,46.5,48.2,49.21
EMP_006812,CAND_009820,2020-04-12,Sales,Account_Executive,116000,MGR_0181,-0.0252,False,False,Male,Black_African_American,22_30,Bachelors,94.3,64.9,76.9,80.26
EMP_006813,CAND_009822,2020-04-12,Engineering,Senior_Engineer,161000,MGR_0387,-0.0583,False,False,Non_Binary,White,41_50,High_School,71.9,82.5,77.8,76.85
EMP_006814,CAND_009824,2020-04-12,Marketing,CMO,105000,MGR_0195,-0.0966,True,False,Female,White,51_Plus,PhD,79.5,88.4,43.7,71.43
EMP_006815,CAND_009826,2020-04-13,Engineering,Software_Engineer,158000,MGR_0096,-0.0763,False,False,Male,White,31_40,Bachelors,72.9,82.8,75.5,76.65
EMP_006816,CAND_009828,2020-04-13,Engineering,Staff_Engineer,143000,MGR_0148,0.0545,False,True,Male,Asian,51_Plus,Bachelors,61.0,68.0,48.9,59.47
EMP_006817,CAND_009829,2020-04-13,Engineering,Principal_Engineer,149000,MGR_0309,-0.045,False,True,Male,White,51_Plus,Bachelors,81.8,48.0,65.4,66.74
EMP_006818,CAND_009830,2020-04-13,Operations,Process_Engineer,88000,MGR_0180,-0.0908,True,False,Female,Hispanic_Latino,31_40,Bachelors,50.0,84.4,39.5,57.17
EMP_006819,CAND_009831,2020-04-13,Marketing,Marketing_Manager,94000,MGR_0335,0.0534,False,False,Female,Black_African_American,31_40,Masters,64.1,59.5,48.6,58.07
EMP_006820,CAND_009832,2020-04-13,Sales,VP_Sales,111000,MGR_0236,-0.1404,True,False,Male,Black_African_American,31_40,Masters,83.3,69.1,65.8,73.79
EMP_006821,CAND_009833,2020-04-13,Operations,Process_Engineer,92000,MGR_0084,-0.0049,False,False,Male,Black_African_American,41_50,Bachelors,67.2,71.7,57.5,65.64
EMP_006822,CAND_009834,2020-04-14,Operations,Operations_Manager,84000,MGR_0123,-0.022,False,False,Female,Hispanic_Latino,31_40,Bachelors,54.3,67.6,48.2,56.46
EMP_006823,CAND_009835,2020-04-14,HR,HR_Business_Partner,95000,MGR_0110,0.1188,False,True,Female,Asian,31_40,Masters,79.6,73.8,82.8,78.82
EMP_006824,CAND_009836,2020-04-14,Engineering,Tech_Lead,159000,MGR_0048,-0.0484,False,False,Male,White,31_40,Bachelors,94.5,81.9,84.5,87.72
EMP_006825,CAND_009840,2020-04-14,HR,LD_Manager,78000,MGR_0323,-0.0719,False,False,Female,Asian,41_50,Bachelors,60.0,42.6,36.8,47.82
EMP_006826,CAND_009841,2020-04-14,Finance,Senior_FA,108000,MGR_0156,-0.1075,True,False,Male,White,51_Plus,Masters,54.3,70.8,37.2,54.12
EMP_006827,CAND_009843,2020-04-14,Finance,Senior_FA,123000,MGR_0089,0.075,False,False,Male,White,31_40,Bachelors,76.2,76.5,54.8,69.87
EMP_006828,CAND_009844,2020-04-15,Operations,SC_Analyst,89000,MGR_0303,-0.0859,False,False,Male,White,31_40,Bachelors,60.5,82.2,54.6,65.24
EMP_006829,CAND_009846,2020-04-15,Engineering,Staff_Engineer,139000,MGR_0071,-0.0424,False,False,Female,Other,41_50,Bachelors,52.2,86.4,52.5,62.55
EMP_006830,CAND_009847,2020-04-15,Sales,Account_Executive,99000,MGR_0120,0.0185,False,False,Female,White,31_40,PhD,54.8,42.1,61.6,53.03
EMP_006831,CAND_009848,2020-04-15,HR,HR_Business_Partner,94000,MGR_0081,0.1064,False,False,Male,Black_African_American,41_50,Bachelors,74.6,85.8,76.3,78.47
EMP_006832,CAND_009850,2020-04-15,Product,Senior_PM,133000,MGR_0210,-0.0779,False,True,Male,Black_African_American,51_Plus,Masters,66.6,38.7,60.0,56.25
EMP_006833,CAND_009851,2020-04-15,Engineering,Software_Engineer,139000,MGR_0028,-0.0617,False,True,Male,White,31_40,High_School,50.2,68.7,53.3,56.68
EMP_006834,CAND_009852,2020-04-15,Finance,FPA_Manager,128000,MGR_0166,-0.1185,True,False,Male,White,41_50,Masters,82.5,74.5,56.6,72.33
EMP_006835,CAND_009853,2020-04-15,Engineering,Staff_Engineer,145000,MGR_0286,0.0953,False,False,Female,White,22_30,Masters,75.0,54.0,73.9,68.37
EMP_006836,CAND_009854,2020-04-15,HR,HR_Business_Partner,94000,MGR_0004,-0.0458,False,False,Female,White,31_40,Masters,69.9,76.0,75.3,73.35
EMP_006837,CAND_009855,2020-04-15,Operations,Operations_Manager,79000,MGR_0349,0.0157,False,False,Female,Asian,22_30,Bachelors,58.0,50.8,38.5,49.99
EMP_006838,CAND_009856,2020-04-16,Product,Product_Manager,157000,MGR_0024,0.0661,False,False,Male,White,51_Plus,Masters,100.0,67.2,90.4,87.28
EMP_006839,CAND_009857,2020-04-16,Sales,Enterprise_AE,114000,MGR_0026,-0.0291,False,False,Female,White,51_Plus,Masters,78.2,52.9,76.0,69.95
EMP_006840,CAND_009859,2020-04-16,Engineering,Tech_Lead,138000,MGR_0143,0.0912,False,False,Female,Hispanic_Latino,51_Plus,Masters,68.4,58.1,44.3,58.08
EMP_006841,CAND_009860,2020-04-16,Legal,Senior_Counsel,151000,MGR_0091,-0.0458,False,False,Female,White,51_Plus,Masters,70.5,59.0,53.6,61.98
EMP_006842,CAND_009861,2020-04-16,Sales,Sales_Manager,97000,MGR_0126,0.0673,False,False,Male,Asian,41_50,Bachelors,60.3,44.8,56.2,54.42
EMP_006843,CAND_009862,2020-04-16,Operations,Process_Engineer,86000,MGR_0295,0.0132,False,False,Male,White,22_30,PhD,57.8,49.6,58.7,55.61
EMP_006844,CAND_009863,2020-04-16,Sales,Sales_Manager,119000,MGR_0050,0.0001,False,False,Female,Black_African_American,31_40,High_School,90.8,45.8,93.0,77.96
EMP_006845,CAND_009865,2020-04-16,Marketing,Growth_Manager,107000,MGR_0151,0.0391,False,False,Male,White,51_Plus,Bachelors,78.2,80.4,64.1,74.63
EMP_006846,CAND_009867,2020-04-16,Engineering,Staff_Engineer,128000,MGR_0275,-0.1414,True,False,Non_Binary,Black_African_American,41_50,Bachelors,33.8,67.4,46.2,47.6
EMP_006847,CAND_009869,2020-04-16,Engineering,Software_Engineer,168000,MGR_0090,0.0075,False,False,Male,Black_African_American,41_50,High_School,93.9,83.8,93.9,90.87
EMP_006848,CAND_009871,2020-04-17,Finance,Financial_Analyst,121000,MGR_0347,0.1183,False,False,Female,White,22_30,High_School,71.9,69.7,63.4,68.69
EMP_006849,CAND_009872,2020-04-17,HR,LD_Manager,93000,MGR_0327,0.0922,False,False,Female,White,22_30,Masters,70.8,71.8,70.0,70.86
EMP_006850,CAND_009873,2020-04-17,Engineering,Tech_Lead,171000,MGR_0245,0.077,False,False,Female,White,41_50,Masters,100.0,94.6,84.1,93.61
EMP_006851,CAND_009874,2020-04-17,Operations,Process_Engineer,87000,MGR_0291,-0.0229,False,False,Male,White,41_50,Masters,63.5,53.3,58.2,58.85
EMP_006852,CAND_009875,2020-04-17,Operations,SC_Analyst,80000,MGR_0016,0.0394,False,False,Male,Hispanic_Latino,22_30,High_School,62.1,43.9,45.7,51.72
EMP_006853,CAND_009876,2020-04-17,Sales,VP_Sales,119000,MGR_0156,-0.1075,True,False,Male,White,31_40,Bachelors,83.9,77.8,75.8,79.64
EMP_006854,CAND_009878,2020-04-17,Legal,Senior_Counsel,177000,MGR_0215,-0.0033,False,False,Female,White,41_50,Bachelors,86.9,69.1,77.2,78.65
EMP_006855,CAND_009879,2020-04-17,Finance,FPA_Manager,134000,MGR_0264,-0.0713,False,False,Male,Hispanic_Latino,51_Plus,Bachelors,94.0,74.5,79.6,83.83
EMP_006856,CAND_009880,2020-04-17,Marketing,CMO,98000,MGR_0040,-0.0097,False,False,Male,Asian,22_30,Masters,56.3,63.1,67.9,61.82
EMP_006857,CAND_009883,2020-04-18,Sales,Enterprise_AE,116000,MGR_0215,-0.0033,False,False,Female,Black_African_American,31_40,Bachelors,67.3,82.4,73.5,73.69
EMP_006858,CAND_009884,2020-04-18,Product,Senior_PM,128000,MGR_0358,-0.0409,False,False,Female,Black_African_American,22_30,Masters,63.8,76.0,40.0,60.32
EMP_006859,CAND_009885,2020-04-18,Operations,SC_Analyst,87000,MGR_0309,-0.045,False,True,Female,Hispanic_Latino,41_50,Bachelors,56.6,57.1,51.0,55.07
EMP_006860,CAND_009886,2020-04-18,Operations,SC_Analyst,92000,MGR_0278,-0.1385,True,False,Male,Asian,31_40,Bachelors,81.4,66.7,67.4,72.79
EMP_006861,CAND_009887,2020-04-18,Sales,Enterprise_AE,101000,MGR_0242,-0.0424,False,False,Male,Other,31_40,Bachelors,65.1,62.9,41.7,57.42
EMP_006862,CAND_009888,2020-04-18,Sales,VP_Sales,103000,MGR_0348,0.0475,False,False,Male,White,22_30,Masters,54.1,65.3,70.3,62.32
EMP_006863,CAND_009890,2020-04-18,Operations,Ops_Director,92000,MGR_0371,0.1259,False,False,Male,Hispanic_Latino,41_50,Bachelors,70.4,60.2,67.0,66.32
EMP_006864,CAND_009891,2020-04-18,Legal,Senior_Counsel,165000,MGR_0387,-0.0583,False,False,Female,Asian,31_40,Bachelors,97.4,47.1,79.9,77.06
EMP_006865,CAND_009893,2020-04-18,Engineering,Tech_Lead,134000,MGR_0255,0.0677,False,False,Female,Black_African_American,51_Plus,Bachelors,59.3,43.6,48.7,51.41
EMP_006866,CAND_009895,2020-04-19,Legal,Legal_Counsel,149000,MGR_0292,-0.0259,False,False,Male,Asian,41_50,Bachelors,57.3,74.9,40.2,57.45
EMP_006867,CAND_009896,2020-04-19,HR,HR_Business_Partner,90000,MGR_0075,0.0405,False,False,Female,Hispanic_Latino,22_30,Bachelors,84.5,59.8,52.8,67.58
EMP_006868,CAND_009897,2020-04-19,Product,Dir_Product,140000,MGR_0395,0.0519,False,False,Female,White,41_50,Masters,66.1,70.1,60.9,65.74
EMP_006869,CAND_009899,2020-04-19,Legal,Senior_Counsel,154000,MGR_0116,0.0762,False,False,Male,White,31_40,Bachelors,60.6,61.4,75.7,65.37
EMP_006870,CAND_009900,2020-04-19,Sales,Account_Executive,103000,MGR_0093,-0.1172,True,False,Male,Asian,22_30,Masters,58.1,60.4,61.1,59.69
EMP_006871,CAND_009901,2020-04-19,Engineering,Software_Engineer,159000,MGR_0233,0.0536,False,False,Male,Asian,41_50,Masters,90.4,81.8,78.3,84.19
EMP_006872,CAND_009902,2020-04-19,Engineering,Tech_Lead,140000,MGR_0045,0.1217,False,False,Male,White,51_Plus,Bachelors,65.9,45.2,55.8,56.66
EMP_006873,CAND_009903,2020-04-19,Marketing,Brand_Manager,104000,MGR_0173,0.0285,False,False,Male,White,22_30,Masters,58.0,71.6,61.6,63.16
EMP_006874,CAND_009905,2020-04-19,Finance,Financial_Analyst,108000,MGR_0347,0.1183,False,False,Female,White,22_30,Bachelors,50.3,64.5,54.9,55.94
EMP_006875,CAND_009907,2020-04-19,Sales,SDR,114000,MGR_0229,-0.041,False,False,Male,Asian,31_40,Bachelors,73.7,90.0,65.8,76.22
EMP_006876,CAND_009908,2020-04-20,Engineering,Senior_Engineer,146000,MGR_0252,-0.0883,False,False,Male,White,22_30,Bachelors,74.3,71.2,40.1,63.11
EMP_006877,CAND_009909,2020-04-20,Engineering,Senior_Engineer,137000,MGR_0123,-0.022,False,False,Male,Asian,31_40,Bachelors,49.5,68.1,52.0,55.83
EMP_006878,CAND_009910,2020-04-20,HR,HR_Business_Partner,89000,MGR_0344,0.0734,False,False,Male,Hispanic_Latino,31_40,Masters,73.3,52.3,74.9,67.48
EMP_006879,CAND_009915,2020-04-20,Operations,Process_Engineer,96000,MGR_0219,0.0683,False,False,Male,Asian,22_30,Bachelors,79.8,72.9,75.0,76.29
EMP_006880,CAND_009916,2020-04-20,Sales,VP_Sales,104000,MGR_0316,-0.14,True,False,Female,Hispanic_Latino,31_40,Bachelors,50.8,57.0,65.3,57.01
EMP_006881,CAND_009917,2020-04-20,Marketing,Brand_Manager,123000,MGR_0230,-0.2013,False,False,Female,Asian,51_Plus,Bachelors,85.8,91.1,85.0,87.15
EMP_006882,CAND_009918,2020-04-20,Finance,Senior_FA,118000,MGR_0160,0.0286,False,False,Female,Black_African_American,31_40,Bachelors,64.1,57.5,69.3,63.68
EMP_006883,CAND_009919,2020-04-20,Operations,SC_Analyst,100000,MGR_0398,-0.0346,False,False,Male,Other,51_Plus,PhD,72.2,80.9,66.1,72.98
EMP_006884,CAND_009921,2020-04-20,Engineering,Tech_Lead,131000,MGR_0209,0.0959,False,False,Female,White,31_40,Masters,63.3,50.3,39.6,52.29
EMP_006885,CAND_009922,2020-04-20,Operations,Process_Engineer,82000,MGR_0078,-0.0259,False,False,Non_Binary,White,22_30,Masters,44.8,61.6,48.1,50.83
EMP_006886,CAND_009923,2020-04-21,Marketing,Marketing_Manager,97000,MGR_0293,-0.0925,False,False,Female,White,31_40,Masters,77.0,37.1,55.9,58.7
EMP_006887,CAND_009924,2020-04-21,Sales,SDR,109000,MGR_0001,-0.0895,True,False,Female,Black_African_American,41_50,PhD,66.0,62.9,76.6,68.25
EMP_006888,CAND_009925,2020-04-21,Legal,Senior_Counsel,162000,MGR_0023,0.0861,False,False,Male,White,31_40,Masters,78.2,56.1,49.0,62.81
EMP_006889,CAND_009927,2020-04-21,Operations,Operations_Manager,107000,MGR_0315,0.142,False,False,Male,Black_African_American,22_30,Masters,89.8,75.4,100.0,88.54
EMP_006890,CAND_009929,2020-04-21,Engineering,Senior_Engineer,154000,MGR_0252,-0.0883,False,False,Male,Black_African_American,41_50,High_School,67.7,73.1,77.7,72.32
EMP_006891,CAND_009930,2020-04-21,Product,Product_Manager,138000,MGR_0155,-0.0857,False,True,Female,Asian,22_30,Bachelors,60.9,69.8,57.0,62.4
EMP_006892,CAND_009931,2020-04-21,Finance,Controller,110000,MGR_0272,0.0896,False,False,Female,White,31_40,Masters,52.7,36.5,74.9,54.5
EMP_006893,CAND_009932,2020-04-22,Engineering,Staff_Engineer,137000,MGR_0149,-0.0282,False,False,Male,Other,51_Plus,Masters,55.5,67.4,49.8,57.36
EMP_006894,CAND_009934,2020-04-22,Product,Dir_Product,131000,MGR_0066,-0.0825,False,True,Female,White,31_40,Masters,57.8,63.7,57.3,59.42
EMP_006895,CAND_009935,2020-04-22,Product,Principal_PM,147000,MGR_0048,-0.0484,False,False,Male,Black_African_American,31_40,Bachelors,77.6,77.8,67.5,74.63
EMP_006896,CAND_009936,2020-04-22,Product,Senior_PM,136000,MGR_0010,-0.017,False,False,Male,White,31_40,Bachelors,66.9,69.0,60.6,65.64
EMP_006897,CAND_009937,2020-04-22,Operations,Operations_Manager,91000,MGR_0058,-0.014,False,False,Male,Other,31_40,Bachelors,62.1,60.4,65.6,62.64
EMP_006898,CAND_009938,2020-04-22,HR,HR_Business_Partner,93000,MGR_0149,-0.0282,False,False,Male,White,22_30,Masters,79.1,64.6,72.3,72.71
EMP_006899,CAND_009939,2020-04-22,Operations,SC_Analyst,107000,MGR_0353,0.1169,False,False,Female,Hispanic_Latino,31_40,Masters,86.3,90.1,76.8,84.59
EMP_006900,CAND_009940,2020-04-22,Product,Dir_Product,150000,MGR_0300,0.0537,False,False,Female,White,51_Plus,Bachelors,73.6,88.2,62.9,74.77
EMP_006901,CAND_009941,2020-04-22,HR,Recruiter,99000,MGR_0119,0.001,False,False,Male,White,22_30,Bachelors,85.8,89.6,58.8,78.84
EMP_006902,CAND_009942,2020-04-22,Legal,Legal_Counsel,168000,MGR_0006,-0.0079,False,False,Male,White,31_40,Masters,75.0,67.0,74.0,72.3
EMP_006903,CAND_009943,2020-04-22,Sales,Sales_Manager,128000,MGR_0366,-0.0367,False,False,Male,White,31_40,Masters,94.1,83.2,75.4,85.22
EMP_006904,CAND_009944,2020-04-22,HR,Recruiter,81000,MGR_0083,0.0469,False,False,Female,Hispanic_Latino,31_40,Masters,62.4,52.4,43.9,53.85
EMP_006905,CAND_009945,2020-04-22,HR,Recruiter,93000,MGR_0150,0.1213,False,False,Female,White,31_40,Bachelors,68.5,91.7,67.6,75.19
EMP_006906,CAND_009946,2020-04-22,Marketing,Brand_Manager,102000,MGR_0199,0.0712,False,False,Male,Black_African_American,31_40,Masters,71.4,61.8,73.3,69.09
EMP_006907,CAND_009948,2020-04-22,Sales,Sales_Manager,108000,MGR_0255,0.0677,False,False,Male,Asian,31_40,Masters,68.1,71.5,74.0,70.89
EMP_006908,CAND_009949,2020-04-22,Sales,Enterprise_AE,98000,MGR_0213,0.0214,False,False,Female,White,51_Plus,Masters,52.9,59.4,44.9,52.45
EMP_006909,CAND_009950,2020-04-23,Sales,VP_Sales,107000,MGR_0394,-0.0521,False,False,Female,Black_African_American,41_50,PhD,66.7,71.0,69.9,68.95
EMP_006910,CAND_009951,2020-04-23,Engineering,Principal_Engineer,137000,MGR_0202,0.0759,False,False,Female,White,22_30,High_School,82.1,55.9,42.7,62.42
EMP_006911,CAND_009952,2020-04-23,Operations,SC_Analyst,100000,MGR_0221,0.0447,False,False,Female,Hispanic_Latino,41_50,Masters,86.2,46.5,91.4,75.85
EMP_006912,CAND_009953,2020-04-23,Engineering,Software_Engineer,164000,MGR_0192,-0.0858,True,False,Female,White,31_40,Bachelors,81.5,72.3,91.4,81.71
EMP_006913,CAND_009954,2020-04-23,Product,Principal_PM,140000,MGR_0269,0.0629,False,False,Non_Binary,White,22_30,Bachelors,86.8,58.1,69.4,72.97
EMP_006914,CAND_009955,2020-04-23,Finance,Controller,117000,MGR_0008,0.0593,False,False,Male,Asian,41_50,Bachelors,62.2,71.6,52.8,62.2
EMP_006915,CAND_009958,2020-04-23,Engineering,Software_Engineer,136000,MGR_0100,0.118,False,False,Female,Black_African_American,22_30,Bachelors,66.0,57.5,58.1,61.08
EMP_006916,CAND_009960,2020-04-23,Marketing,Content_Strategist,91000,MGR_0165,-0.086,True,False,Male,White,31_40,Bachelors,47.9,56.0,54.7,52.37
EMP_006917,CAND_009961,2020-04-23,Engineering,Staff_Engineer,168000,MGR_0297,0.0331,False,False,Female,White,51_Plus,Bachelors,88.8,100.0,80.4,89.64
EMP_006918,CAND_009963,2020-04-24,Sales,SDR,130000,MGR_0290,0.0523,False,False,Female,White,41_50,Masters,99.1,82.5,92.5,92.14
EMP_006919,CAND_009964,2020-04-24,Marketing,Marketing_Manager,95000,MGR_0035,0.1229,False,False,Male,Asian,31_40,Bachelors,64.1,43.5,57.0,55.79
EMP_006920,CAND_009965,2020-04-24,Engineering,Staff_Engineer,136000,MGR_0183,0.0195,False,False,Male,Hispanic_Latino,31_40,Masters,57.3,68.5,52.4,59.19
EMP_006921,CAND_009966,2020-04-24,Engineering,Tech_Lead,138000,MGR_0380,0.0265,False,False,Non_Binary,Hispanic_Latino,22_30,Masters,63.9,57.4,45.6,56.46
EMP_006922,CAND_009967,2020-04-24,Finance,Financial_Analyst,123000,MGR_0167,-0.104,True,False,Female,Hispanic_Latino,41_50,Masters,84.9,37.5,85.9,70.98
EMP_006923,CAND_009968,2020-04-24,Engineering,Software_Engineer,140000,MGR_0015,0.1443,False,False,Male,Asian,41_50,Bachelors,62.3,51.9,75.9,63.26
EMP_006924,CAND_009970,2020-04-24,Engineering,Software_Engineer,160000,MGR_0046,-0.0439,False,False,Female,Black_African_American,22_30,High_School,100.0,65.9,89.6,86.65
EMP_006925,CAND_009971,2020-04-24,Engineering,Staff_Engineer,146000,MGR_0279,0.0752,False,False,Female,Black_African_American,22_30,Masters,58.8,63.1,68.4,62.97
EMP_006926,CAND_009972,2020-04-24,Product,Principal_PM,131000,MGR_0315,0.142,False,False,Male,Hispanic_Latino,22_30,Bachelors,62.4,56.7,63.7,61.08
EMP_006927,CAND_009973,2020-04-24,HR,HR_Business_Partner,98000,MGR_0182,0.0217,False,False,Female,White,22_30,Bachelors,99.9,65.4,69.4,80.4
EMP_006928,CAND_009974,2020-04-25,Product,Dir_Product,133000,MGR_0225,0.0198,False,False,Female,White,41_50,Bachelors,65.6,72.1,59.5,65.72
EMP_006929,CAND_009975,2020-04-25,Legal,Legal_Counsel,157000,MGR_0004,-0.0458,False,False,Female,Hispanic_Latino,22_30,High_School,80.0,55.7,57.3,65.9
EMP_006930,CAND_009976,2020-04-25,Engineering,Principal_Engineer,137000,MGR_0083,0.0469,False,False,Male,White,41_50,Bachelors,60.3,48.1,59.7,56.46
EMP_006931,CAND_009978,2020-04-25,Product,Product_Manager,132000,MGR_0350,-0.0791,False,False,Male,White,31_40,Bachelors,61.6,46.3,54.1,54.76
EMP_006932,CAND_009980,2020-04-25,Sales,SDR,99000,MGR_0318,-0.0972,True,False,Female,White,41_50,Bachelors,62.3,55.1,54.4,57.77
EMP_006933,CAND_009981,2020-04-25,Marketing,Marketing_Manager,92000,MGR_0223,0.0328,False,False,Male,Hispanic_Latino,31_40,Bachelors,51.7,75.6,33.3,53.35
EMP_006934,CAND_009983,2020-04-25,Legal,Senior_Counsel,174000,MGR_0132,-0.1223,False,False,Female,White,41_50,Bachelors,91.2,58.0,84.8,79.32
EMP_006935,CAND_009984,2020-04-25,Operations,SC_Analyst,85000,MGR_0377,-0.0983,True,False,Male,Black_African_American,31_40,PhD,65.3,26.3,63.0,52.91
EMP_006936,CAND_009985,2020-04-26,Engineering,Staff_Engineer,145000,MGR_0250,0.0129,False,False,Male,Black_African_American,41_50,Bachelors,67.6,69.3,53.9,64.0
EMP_006937,CAND_009986,2020-04-26,Operations,Ops_Director,100000,MGR_0352,0.021,False,False,Male,Black_African_American,31_40,High_School,87.2,69.2,91.5,83.09
EMP_006938,CAND_009988,2020-04-26,Engineering,Tech_Lead,141000,MGR_0032,0.0884,False,False,Male,Black_African_American,22_30,Bachelors,80.1,45.9,49.5,60.66
EMP_006939,CAND_009990,2020-04-26,Sales,VP_Sales,94000,MGR_0335,0.0534,False,False,Male,Black_African_American,22_30,High_School,50.4,49.4,46.0,48.78
EMP_006940,CAND_009993,2020-04-26,Engineering,Tech_Lead,128000,MGR_0061,0.0824,False,False,Female,Other,51_Plus,Bachelors,57.4,41.3,46.6,49.33
EMP_006941,CAND_009998,2020-04-26,Operations,Ops_Director,93000,MGR_0196,0.0069,False,False,Male,Asian,22_30,Masters,73.6,82.3,62.0,72.73
EMP_006942,CAND_009999,2020-04-26,Product,Principal_PM,142000,MGR_0156,-0.1075,True,False,Male,Hispanic_Latino,22_30,PhD,75.2,70.2,65.2,70.7
EMP_006943,CAND_010001,2020-04-26,Product,Principal_PM,140000,MGR_0036,-0.0934,True,False,Female,White,51_Plus,Bachelors,69.7,71.6,79.1,73.09
EMP_006944,CAND_010002,2020-04-26,HR,LD_Manager,88000,MGR_0304,0.0252,False,False,Female,White,31_40,Bachelors,72.5,65.6,70.9,69.95
EMP_006945,CAND_010004,2020-04-26,Sales,SDR,119000,MGR_0268,0.0803,False,False,Female,White,31_40,Bachelors,83.3,78.7,83.1,81.86
EMP_006946,CAND_010005,2020-04-26,Engineering,Tech_Lead,155000,MGR_0341,0.0383,False,False,Male,White,22_30,PhD,79.7,92.9,58.6,77.33
EMP_006947,CAND_010006,2020-04-26,Engineering,Software_Engineer,141000,MGR_0294,0.0603,False,False,Male,White,41_50,PhD,63.2,63.3,59.1,62.0
EMP_006948,CAND_010007,2020-04-26,Engineering,Software_Engineer,159000,MGR_0063,0.0048,False,False,Male,White,22_30,Masters,83.3,83.5,63.5,77.42
EMP_006949,CAND_010008,2020-04-26,Operations,SC_Analyst,104000,MGR_0305,0.1329,False,False,Female,White,22_30,Bachelors,92.2,83.6,80.0,85.96
EMP_006950,CAND_010009,2020-04-26,Finance,FPA_Manager,124000,MGR_0322,0.1336,False,False,Male,White,41_50,Masters,74.8,83.4,39.3,66.73
EMP_006951,CAND_010010,2020-04-27,Sales,Sales_Manager,113000,MGR_0234,-0.0113,False,False,Female,Asian,41_50,High_School,68.5,62.1,66.0,65.83
EMP_006952,CAND_010011,2020-04-27,Sales,VP_Sales,116000,MGR_0201,0.045,False,True,Male,White,22_30,Bachelors,79.5,56.8,67.6,69.12
EMP_006953,CAND_010013,2020-04-27,Marketing,Brand_Manager,120000,MGR_0269,0.0629,False,False,Female,White,31_40,PhD,100.0,66.2,92.1,87.49
EMP_006954,CAND_010015,2020-04-27,Sales,SDR,91000,MGR_0077,0.0721,False,True,Male,Asian,31_40,Masters,52.1,52.1,30.1,45.5
EMP_006955,CAND_010016,2020-04-27,Sales,Enterprise_AE,121000,MGR_0301,0.1545,False,False,Female,Black_African_American,31_40,PhD,99.6,82.3,69.3,85.32
EMP_006956,CAND_010019,2020-04-27,Marketing,Growth_Manager,107000,MGR_0084,-0.0049,False,False,Male,White,51_Plus,Masters,76.8,63.4,70.1,70.77
EMP_006957,CAND_010020,2020-04-27,Engineering,Staff_Engineer,153000,MGR_0377,-0.0983,True,False,Male,Asian,31_40,Bachelors,82.4,85.2,75.7,81.23
EMP_006958,CAND_010022,2020-04-27,Sales,Account_Executive,89000,MGR_0118,0.1002,False,True,Male,White,31_40,Bachelors,46.2,49.9,38.5,45.0
EMP_006959,CAND_010023,2020-04-27,Engineering,Principal_Engineer,130000,MGR_0087,-0.0867,True,False,Male,Other,31_40,Masters,52.7,63.2,37.2,51.2
EMP_006960,CAND_010024,2020-04-28,Operations,SC_Analyst,86000,MGR_0077,0.0721,False,True,Female,White,31_40,Bachelors,56.4,69.9,37.2,54.69
EMP_006961,CAND_010026,2020-04-28,Engineering,Senior_Engineer,140000,MGR_0089,0.075,False,False,Female,White,31_40,Bachelors,70.5,59.9,51.3,61.56
EMP_006962,CAND_010028,2020-04-28,Engineering,Staff_Engineer,139000,MGR_0048,-0.0484,False,False,Male,Black_African_American,41_50,Masters,59.3,72.5,47.4,59.69
EMP_006963,CAND_010029,2020-04-28,Sales,SDR,112000,MGR_0049,-0.0878,False,False,Male,Black_African_American,41_50,Bachelors,60.9,85.6,57.7,67.35
EMP_006964,CAND_010030,2020-04-28,Engineering,Senior_Engineer,148000,MGR_0089,0.075,False,False,Male,White,22_30,Masters,86.1,53.2,65.4,70.02
EMP_006965,CAND_010032,2020-04-28,Operations,SC_Analyst,85000,MGR_0297,0.0331,False,False,Male,Black_African_American,41_50,Bachelors,59.5,57.8,65.8,60.88
EMP_006966,CAND_010033,2020-04-28,Sales,Sales_Manager,106000,MGR_0066,-0.0825,False,True,Female,Other,51_Plus,High_School,65.7,71.0,65.2,67.14
EMP_006967,CAND_010034,2020-04-28,Legal,General_Counsel,150000,MGR_0373,-0.1075,True,False,Male,Asian,31_40,Bachelors,78.2,37.2,53.6,58.52
EMP_006968,CAND_010035,2020-04-28,Sales,Enterprise_AE,107000,MGR_0222,-0.0913,True,False,Male,White,41_50,Masters,68.3,73.1,57.3,66.44
EMP_006969,CAND_010037,2020-04-28,Operations,Operations_Manager,95000,MGR_0031,-0.0244,False,False,Female,Asian,22_30,Bachelors,83.2,67.2,59.4,71.26
