Employee_ID,Employment_Status,Hire_Date,Termination_Date,Total_Tenure_Months,Comp_vs_Market,Final_Salary,Avg_KPI_Career,Promotion_Count,Last_Promotion_Date,Exit_Reason,Attrition_Risk_Score
EMP_002469,Terminated,2018-10-10,2023-12-10,62,0.114,173000,0.7429,0,,Voluntary_Personal,53.0
EMP_002470,Active,2018-10-10,,74,-0.0465,97000,0.6897,0,,Still Active,64.3
EMP_002471,Terminated,2018-10-10,2022-07-10,45,-0.144,114000,0.5622,0,,Involuntary_Performance,67.6
EMP_002472,Active,2018-10-11,,74,0.168,185000,0.8886,2,2023-12-11,Still Active,44.2
EMP_002473,Terminated,2018-10-11,2019-12-11,14,0.0771,177000,0.6729,0,,Voluntary_Low_Engagement,48.4
EMP_002474,Terminated,2018-10-11,2019-10-11,12,-0.079,111000,0.5257,0,,Voluntary_Low_Engagement,64.8
EMP_002475,Terminated,2018-10-11,2021-09-10,35,0.0184,123000,0.7346,0,,Voluntary_Better_Offer,53.6
EMP_002476,Terminated,2018-10-11,2020-08-10,22,-0.0749,112000,0.7499,0,,Voluntary_Personal,55.6
EMP_002477,Terminated,2018-10-11,2019-10-11,12,0.2964,157000,0.8587,0,,Involuntary_Restructure,38.0
EMP_002478,Terminated,2018-10-11,2022-02-09,40,0.0269,118000,0.6268,0,,Voluntary_Personal,59.0
EMP_002479,Terminated,2018-10-11,2021-04-11,30,-0.0505,126000,0.7368,0,,Voluntary_Better_Offer,45.5
EMP_002480,Terminated,2018-10-11,2019-05-12,7,-0.0311,129000,0.772,0,,Voluntary_Personal,50.5
EMP_002481,Terminated,2018-10-11,2021-11-10,37,-0.1363,86000,0.6261,0,,Voluntary_Better_Offer,66.0
EMP_002482,Terminated,2018-10-11,2020-03-11,17,-0.0821,105000,0.6897,0,,Voluntary_Personal,48.1
EMP_002483,Terminated,2018-10-11,2022-05-11,43,0.0546,173000,0.7061,0,,Voluntary_Personal,53.9
EMP_002484,Active,2018-10-11,,74,-0.0065,120000,0.6,0,,Still Active,62.0
EMP_002485,Terminated,2018-10-11,2019-11-10,13,-0.0403,95000,0.6814,0,,Voluntary_Better_Offer,50.5
EMP_002486,Terminated,2018-10-11,2019-07-11,9,0.3683,165000,0.7753,0,,Voluntary_Low_Engagement,41.1
EMP_002487,Terminated,2018-10-11,2021-08-10,34,-0.1339,99000,0.7416,0,,Voluntary_Personal,50.7
EMP_002488,Terminated,2018-10-12,2021-07-12,33,-0.0503,156000,0.8064,0,,Voluntary_Better_Offer,51.4
EMP_002489,Terminated,2018-10-12,2019-11-11,13,0.0855,178000,0.6322,0,,Voluntary_Better_Offer,60.5
EMP_002490,Terminated,2018-10-12,2022-09-11,47,-0.0335,96000,0.6478,0,,Voluntary_Personal,59.0
EMP_002491,Terminated,2018-10-12,2020-10-11,24,-0.0212,100000,0.6661,0,,Voluntary_Better_Offer,62.0
EMP_002492,Terminated,2018-10-12,2023-01-11,51,-0.0354,117000,0.8176,0,,Voluntary_Personal,50.0
EMP_002493,Terminated,2018-10-12,2020-06-11,20,0.0436,171000,0.5684,0,,Voluntary_Low_Engagement,55.4
EMP_002494,Terminated,2018-10-12,2021-04-12,30,0.0999,126000,0.7288,0,,Voluntary_Better_Offer,47.4
EMP_002495,Terminated,2018-10-13,2022-06-13,44,0.0249,159000,0.7974,0,,Voluntary_Better_Offer,46.7
EMP_002496,Terminated,2018-10-13,2021-10-12,36,0.032,105000,0.7278,0,,Voluntary_Personal,52.8
EMP_002497,Terminated,2018-10-13,2021-10-12,36,0.1819,143000,0.7952,0,,Voluntary_Better_Offer,46.8
EMP_002498,Terminated,2018-10-13,2021-05-13,31,0.0621,141000,0.8066,0,,Voluntary_Personal,52.6
EMP_002499,Terminated,2018-10-13,2020-06-12,20,-0.0941,163000,0.6214,0,,Voluntary_Personal,62.6
EMP_002500,Terminated,2018-10-13,2019-07-13,9,-0.0683,153000,0.7317,0,,Voluntary_Better_Offer,62.1
EMP_002501,Terminated,2018-10-13,2021-08-12,34,0.0565,121000,0.8364,0,,Voluntary_Better_Offer,50.1
EMP_002502,Terminated,2018-10-13,2021-02-11,28,0.0327,125000,0.608,0,,Voluntary_Low_Engagement,56.9
EMP_002503,Terminated,2018-10-13,2021-01-11,27,0.2491,169000,0.9593,1,2020-01-12,Voluntary_Personal,28.5
EMP_002504,Terminated,2018-10-13,2022-07-13,45,-0.0048,102000,0.784,0,,Voluntary_Personal,48.6
EMP_002505,Terminated,2018-10-13,2019-04-13,6,-0.1246,136000,0.6213,0,,Voluntary_Better_Offer,54.7
EMP_002506,Terminated,2018-10-13,2020-04-12,18,0.1707,156000,0.6428,0,,Voluntary_Low_Engagement,59.6
EMP_002507,Terminated,2018-10-14,2019-09-13,11,-0.034,150000,0.6713,0,,Voluntary_Personal,63.2
EMP_002508,Terminated,2018-10-14,2021-11-13,37,0.02,158000,0.8036,0,,Voluntary_Personal,46.9
EMP_002509,Terminated,2018-10-14,2022-01-13,39,0.1912,136000,0.7438,0,,Voluntary_Personal,49.5
EMP_002510,Terminated,2018-10-14,2021-12-13,38,-0.1488,140000,0.7109,0,,Voluntary_Better_Offer,57.8
EMP_002511,Terminated,2018-10-14,2020-12-13,26,0.0237,105000,0.7567,0,,Voluntary_Better_Offer,52.6
EMP_002512,Terminated,2018-10-14,2024-06-13,68,-0.0852,164000,0.8658,0,,Voluntary_Better_Offer,50.8
EMP_002513,Active,2018-10-14,,74,0.154,163000,0.9616,2,2023-12-14,Still Active,34.2
EMP_002514,Terminated,2018-10-15,2020-07-15,21,0.0109,100000,0.7508,0,,Voluntary_Better_Offer,43.1
EMP_002515,Terminated,2018-10-15,2020-04-14,18,0.1826,194000,0.6786,0,,Voluntary_Better_Offer,55.0
EMP_002516,Terminated,2018-10-15,2019-04-15,6,-0.0009,99000,0.8603,0,,Voluntary_Personal,51.7
EMP_002517,Active,2018-10-16,,74,-0.0047,114000,0.7628,0,,Still Active,52.3
EMP_002518,Terminated,2018-10-16,2022-03-17,41,-0.0071,120000,0.7596,0,,Voluntary_Personal,54.1
EMP_002519,Terminated,2018-10-16,2019-04-16,6,-0.1039,147000,0.5004,0,,Voluntary_Low_Engagement,65.2
EMP_002520,Terminated,2018-10-16,2021-04-16,30,0.1249,174000,0.5743,0,,Voluntary_Low_Engagement,55.6
EMP_002521,Terminated,2018-10-16,2019-05-17,7,-0.0137,162000,0.5838,0,,Voluntary_Low_Engagement,57.2
EMP_002522,Terminated,2018-10-16,2020-04-15,18,-0.1664,95000,0.6264,0,,Involuntary_Performance,70.5
EMP_002523,Terminated,2018-10-16,2021-04-16,30,-0.1005,92000,0.5703,0,,Voluntary_Personal,64.9
EMP_002524,Terminated,2018-10-16,2019-04-16,6,0.0657,129000,0.7086,0,,Voluntary_Personal,56.6
EMP_002525,Terminated,2018-10-16,2021-11-15,37,-0.0288,159000,0.6747,0,,Voluntary_Better_Offer,64.2
EMP_002526,Terminated,2018-10-16,2019-12-16,14,0.0154,182000,0.7886,0,,Voluntary_Personal,44.5
EMP_002527,Terminated,2018-10-16,2021-03-16,29,-0.0013,102000,0.6383,0,,Voluntary_Low_Engagement,56.1
EMP_002528,Terminated,2018-10-16,2020-12-15,26,0.0442,126000,0.7865,0,,Voluntary_Better_Offer,49.7
EMP_002529,Terminated,2018-10-16,2021-05-16,31,0.071,123000,0.6283,0,,Voluntary_Better_Offer,56.3
EMP_002530,Terminated,2018-10-17,2021-05-17,31,0.2195,174000,0.8428,1,2020-05-17,Voluntary_Personal,40.5
EMP_002531,Terminated,2018-10-17,2019-04-17,6,-0.0169,97000,0.6198,0,,Voluntary_Better_Offer,64.4
EMP_002532,Terminated,2018-10-17,2021-12-16,38,-0.1008,139000,0.7761,0,,Involuntary_Restructure,53.6
EMP_002533,Terminated,2018-10-17,2020-08-16,22,0.0114,135000,0.7097,0,,Voluntary_Low_Engagement,67.4
EMP_002534,Terminated,2018-10-17,2019-04-17,6,0.0209,101000,0.8844,0,,Voluntary_Personal,43.1
EMP_002535,Terminated,2018-10-17,2019-11-16,13,0.0218,168000,0.7277,0,,Voluntary_Better_Offer,52.6
EMP_002536,Terminated,2018-10-17,2021-08-16,34,-0.0773,166000,0.6543,0,,Voluntary_Low_Engagement,60.2
EMP_002537,Terminated,2018-10-17,2020-04-16,18,0.0317,125000,0.6468,0,,Voluntary_Personal,63.6
EMP_002538,Terminated,2018-10-17,2019-09-16,11,0.0186,136000,0.5789,0,,Voluntary_Low_Engagement,63.0
EMP_002539,Terminated,2018-10-17,2021-07-17,33,0.1528,225000,0.9132,1,2020-07-17,Voluntary_Personal,39.5
EMP_002540,Terminated,2018-10-18,2021-08-17,34,-0.0785,106000,0.7175,0,,Voluntary_Better_Offer,54.8
EMP_002541,Terminated,2018-10-18,2020-08-17,22,0.0255,168000,0.6257,0,,Voluntary_Low_Engagement,58.1
EMP_002542,Terminated,2018-10-18,2022-03-19,41,-0.029,159000,0.8037,0,,Voluntary_Personal,46.0
EMP_002543,Terminated,2018-10-18,2022-06-18,44,-0.0561,114000,0.6292,0,,Voluntary_Low_Engagement,55.9
EMP_002544,Terminated,2018-10-18,2021-07-18,33,-0.0097,113000,0.7404,0,,Voluntary_Personal,46.9
EMP_002545,Terminated,2018-10-18,2019-07-18,9,-0.1151,88000,0.7856,0,,Voluntary_Personal,59.1
EMP_002546,Terminated,2018-10-18,2019-11-17,13,0.0985,109000,0.5601,0,,Voluntary_Low_Engagement,58.6
EMP_002547,Active,2018-10-18,,74,0.1396,266000,0.9301,2,2023-12-18,Still Active,35.7
EMP_002548,Terminated,2018-10-18,2019-09-17,11,-0.0632,145000,0.5065,0,,Voluntary_Low_Engagement,64.2
EMP_002549,Terminated,2018-10-18,2022-11-17,49,-0.0332,159000,0.8902,0,,Voluntary_Personal,48.4
EMP_002550,Terminated,2018-10-18,2021-01-16,27,0.1378,113000,0.697,0,,Voluntary_Low_Engagement,51.2
EMP_002551,Terminated,2018-10-18,2022-01-17,39,0.0561,160000,0.8697,1,2021-01-16,Voluntary_Personal,39.6
EMP_002552,Terminated,2018-10-19,2020-11-18,25,0.0374,119000,0.5052,0,,Voluntary_Low_Engagement,69.6
EMP_002553,Terminated,2018-10-19,2020-07-19,21,-0.0431,98000,0.6185,0,,Voluntary_Personal,64.1
EMP_002554,Terminated,2018-10-19,2020-07-19,21,-0.0185,161000,0.5581,0,,Voluntary_Low_Engagement,64.6
EMP_002555,Terminated,2018-10-19,2020-01-18,15,0.0463,172000,0.5389,0,,Voluntary_Low_Engagement,73.2
EMP_002556,Terminated,2018-10-19,2020-11-18,25,0.0293,169000,0.7888,0,,Voluntary_Better_Offer,42.4
EMP_002557,Terminated,2018-10-19,2021-10-18,36,-0.0103,113000,0.7568,0,,Voluntary_Personal,45.1
EMP_002558,Terminated,2018-10-19,2020-07-19,21,0.1589,190000,0.8518,0,,Voluntary_Personal,34.4
EMP_002559,Terminated,2018-10-19,2019-04-19,6,-0.0474,109000,0.8136,0,,Voluntary_Personal,58.3
EMP_002560,Terminated,2018-10-20,2019-06-20,8,-0.1253,106000,0.4952,0,,Voluntary_Better_Offer,63.3
EMP_002561,Terminated,2018-10-20,2020-10-19,24,0.085,178000,0.7799,0,,Voluntary_Personal,50.8
EMP_002562,Terminated,2018-10-20,2022-11-19,49,-0.0478,156000,0.765,0,,Involuntary_Restructure,47.4
EMP_002563,Terminated,2018-10-20,2019-09-19,11,0.1796,193000,0.6212,0,,Voluntary_Better_Offer,43.8
EMP_002564,Terminated,2018-10-20,2019-08-20,10,-0.0934,90000,0.6727,0,,Voluntary_Better_Offer,55.5
EMP_002565,Terminated,2018-10-20,2021-08-19,34,0.0179,123000,0.8734,0,,Voluntary_Personal,45.6
EMP_002566,Terminated,2018-10-20,2024-05-20,67,0.079,167000,0.6722,0,,Voluntary_Better_Offer,53.9
EMP_002567,Terminated,2018-10-20,2021-09-19,35,-0.1606,101000,0.5668,0,,Voluntary_Low_Engagement,66.3
EMP_002568,Terminated,2018-10-20,2020-07-20,21,0.0355,106000,0.7585,0,,Involuntary_Restructure,54.1
EMP_002569,Terminated,2018-10-21,2024-08-20,70,0.1189,184000,0.7205,0,,Voluntary_Personal,48.9
EMP_002570,Terminated,2018-10-21,2022-08-21,46,0.003,143000,0.805,1,2021-08-20,Voluntary_Better_Offer,41.6
EMP_002571,Terminated,2018-10-21,2019-05-22,7,-0.0629,113000,0.6828,0,,Voluntary_Better_Offer,47.8
EMP_002572,Terminated,2018-10-21,2020-07-21,21,-0.0262,99000,0.7212,0,,Voluntary_Personal,58.2
EMP_002573,Active,2018-10-21,,74,-0.09,141000,0.8331,0,,Still Active,41.8
EMP_002574,Terminated,2018-10-21,2021-12-20,38,0.0411,200000,0.8864,1,2020-12-20,Involuntary_Restructure,42.0
EMP_002575,Terminated,2018-10-21,2020-02-20,16,0.0858,124000,0.6448,0,,Voluntary_Low_Engagement,51.6
EMP_002576,Terminated,2018-10-21,2020-08-20,22,0.0372,138000,0.7681,0,,Voluntary_Personal,55.1
EMP_002577,Active,2018-10-21,,74,-0.0987,92000,0.671,0,,Still Active,58.0
EMP_002578,Terminated,2018-10-21,2022-12-21,50,-0.127,116000,0.7338,0,,Voluntary_Better_Offer,52.7
EMP_002579,Terminated,2018-10-21,2019-09-20,11,0.1197,201000,0.6633,0,,Voluntary_Low_Engagement,49.7
EMP_002580,Terminated,2018-10-21,2020-10-20,24,-0.1109,102000,0.5059,0,,Voluntary_Low_Engagement,53.3
EMP_002581,Terminated,2018-10-22,2022-07-22,45,-0.0598,113000,0.6381,0,,Voluntary_Low_Engagement,55.0
EMP_002582,Terminated,2018-10-22,2019-08-22,10,0.1254,185000,0.7079,0,,Voluntary_Personal,44.0
EMP_002583,Terminated,2018-10-22,2020-12-21,26,0.0416,139000,0.608,0,,Voluntary_Low_Engagement,64.1
EMP_002584,Terminated,2018-10-22,2020-01-21,15,-0.0229,160000,0.8225,0,,Voluntary_Personal,49.8
EMP_002585,Terminated,2018-10-22,2023-05-23,55,0.0489,127000,0.6337,0,,Voluntary_Low_Engagement,57.6
EMP_002586,Terminated,2018-10-22,2020-06-21,20,-0.0936,109000,0.54,0,,Voluntary_Low_Engagement,69.7
EMP_002587,Terminated,2018-10-22,2019-07-22,9,-0.0881,121000,0.651,0,,Voluntary_Better_Offer,58.1
EMP_002588,Terminated,2018-10-22,2023-07-23,57,0.0061,121000,0.7245,0,,Voluntary_Better_Offer,53.4
EMP_002589,Terminated,2018-10-22,2019-04-22,6,-0.0534,155000,0.687,0,,Voluntary_Personal,58.4
EMP_002590,Terminated,2018-10-22,2022-06-22,44,0.0131,135000,0.8572,0,,Voluntary_Better_Offer,44.5
EMP_002591,Terminated,2018-10-22,2022-10-22,48,-0.0348,158000,0.6641,0,,Voluntary_Better_Offer,61.0
EMP_002592,Terminated,2018-10-23,2021-07-23,33,0.0655,109000,0.5326,0,,Voluntary_Low_Engagement,63.2
EMP_002593,Terminated,2018-10-23,2020-10-22,24,0.1005,180000,0.8024,0,,Involuntary_Restructure,49.3
EMP_002594,Terminated,2018-10-23,2022-05-23,43,0.0205,123000,0.7456,0,,Voluntary_Better_Offer,50.1
EMP_002595,Terminated,2018-10-23,2022-03-24,41,0.0341,118000,0.6745,0,,Voluntary_Low_Engagement,53.4
EMP_002596,Terminated,2018-10-23,2020-07-23,21,0.0938,169000,0.679,0,,Voluntary_Low_Engagement,52.8
EMP_002597,Terminated,2018-10-23,2020-08-22,22,-0.0967,148000,0.7753,0,,Voluntary_Better_Offer,54.2
EMP_002598,Terminated,2018-10-24,2020-05-24,19,-0.0952,104000,0.735,0,,Voluntary_Personal,51.1
EMP_002599,Terminated,2018-10-24,2020-12-23,26,0.0792,130000,0.7056,0,,Voluntary_Better_Offer,55.3
EMP_002600,Terminated,2018-10-24,2019-11-23,13,-0.0001,133000,0.6815,0,,Involuntary_Restructure,49.4
EMP_002601,Terminated,2018-10-24,2023-03-25,53,0.1982,185000,0.7019,0,,Voluntary_Low_Engagement,48.8
EMP_002602,Terminated,2018-10-24,2020-05-24,19,-0.0555,146000,0.7722,0,,Voluntary_Better_Offer,45.0
EMP_002603,Terminated,2018-10-25,2020-09-24,23,0.1343,151000,0.6027,0,,Voluntary_Low_Engagement,50.3
EMP_002604,Terminated,2018-10-25,2021-02-23,28,0.0315,190000,0.8308,1,2020-02-24,Voluntary_Personal,41.0
EMP_002605,Terminated,2018-10-25,2020-02-24,16,-0.0362,173000,0.6728,0,,Voluntary_Better_Offer,53.8
EMP_002606,Active,2018-10-25,,74,0.0787,167000,0.8108,0,,Still Active,47.5
EMP_002607,Active,2018-10-25,,74,0.0976,132000,0.7241,0,,Still Active,49.7
EMP_002608,Terminated,2018-10-25,2019-12-25,14,-0.0026,114000,0.7693,0,,Involuntary_Restructure,49.9
EMP_002609,Terminated,2018-10-25,2020-05-25,19,0.0053,100000,0.6572,0,,Voluntary_Better_Offer,57.9
EMP_002610,Terminated,2018-10-25,2021-09-24,35,0.1863,248000,0.8208,1,2020-09-24,Voluntary_Better_Offer,38.1
EMP_002611,Terminated,2018-10-25,2020-06-24,20,-0.1008,92000,0.4501,0,,Involuntary_Performance,75.9
EMP_002612,Terminated,2018-10-26,2019-06-26,8,-0.1135,145000,0.6204,0,,Voluntary_Better_Offer,61.0
EMP_002613,Active,2018-10-26,,74,-0.0184,100000,0.6965,0,,Still Active,58.6
EMP_002614,Terminated,2018-10-26,2019-04-26,6,0.2201,162000,0.7562,0,,Voluntary_Better_Offer,50.9
EMP_002615,Terminated,2018-10-26,2022-01-25,39,-0.1568,83000,0.7338,0,,Voluntary_Better_Offer,59.9
EMP_002616,Terminated,2018-10-26,2023-04-26,54,-0.0683,95000,0.7079,0,,Voluntary_Better_Offer,53.4
EMP_002617,Terminated,2018-10-26,2022-05-26,43,0.1071,192000,0.8074,1,2021-05-26,Voluntary_Personal,50.5
EMP_002618,Terminated,2018-10-26,2019-10-26,12,0.2098,146000,0.9682,0,,Involuntary_Restructure,28.2
EMP_002619,Active,2018-10-26,,74,0.0025,198000,0.8716,2,2023-12-26,Still Active,44.0
EMP_002620,Terminated,2018-10-26,2023-01-25,51,0.0637,143000,0.926,2,2022-01-25,Voluntary_Better_Offer,35.7
EMP_002621,Terminated,2018-10-27,2020-12-26,26,-0.0364,173000,0.6427,0,,Voluntary_Better_Offer,56.9
EMP_002622,Terminated,2018-10-27,2021-11-26,37,0.0956,207000,0.8706,1,2020-11-26,Voluntary_Better_Offer,38.8
EMP_002623,Terminated,2018-10-27,2022-06-27,44,-0.0064,116000,0.8199,1,2021-06-27,Voluntary_Personal,43.6
EMP_002624,Terminated,2018-10-27,2019-04-27,6,0.1054,133000,0.5639,0,,Voluntary_Low_Engagement,66.5
EMP_002625,Terminated,2018-10-27,2022-08-27,46,0.2026,190000,0.812,1,2021-08-26,Voluntary_Better_Offer,45.5
EMP_002626,Terminated,2018-10-27,2021-08-26,34,-0.0005,102000,0.7541,0,,Voluntary_Personal,48.6
EMP_002627,Terminated,2018-10-27,2019-04-27,6,0.1324,137000,0.7727,0,,Voluntary_Better_Offer,42.8
EMP_002628,Active,2018-10-28,,74,-0.1496,103000,0.7145,0,,Still Active,52.9
EMP_002629,Terminated,2018-10-28,2019-04-28,6,-0.1632,137000,0.5325,0,,Voluntary_Low_Engagement,71.7
EMP_002630,Terminated,2018-10-28,2024-02-27,64,0.0926,234000,0.868,2,2023-02-26,Voluntary_Personal,36.2
EMP_002631,Terminated,2018-10-28,2020-06-27,20,0.0484,104000,0.6775,0,,Voluntary_Personal,52.6
EMP_002632,Terminated,2018-10-29,2020-07-29,21,0.0079,165000,0.7478,0,,Voluntary_Better_Offer,57.8
EMP_002633,Terminated,2018-10-29,2022-03-30,41,-0.0221,118000,0.7972,0,,Voluntary_Personal,50.9
EMP_002634,Terminated,2018-10-29,2021-07-29,33,0.1025,130000,0.8595,1,2020-07-29,Voluntary_Better_Offer,45.5
EMP_002635,Terminated,2018-10-29,2021-04-29,30,0.1276,136000,0.6869,0,,Involuntary_Restructure,43.9
EMP_002636,Terminated,2018-10-30,2021-07-30,33,0.16,115000,0.7862,0,,Voluntary_Personal,49.5
EMP_002637,Terminated,2018-10-30,2019-08-30,10,0.0895,145000,0.5691,0,,Voluntary_Better_Offer,62.9
EMP_002638,Terminated,2018-10-30,2019-11-29,13,0.0003,133000,0.8231,0,,Voluntary_Personal,37.1
EMP_002639,Terminated,2018-10-30,2022-05-30,43,0.0983,124000,0.8296,1,2021-05-30,Involuntary_Restructure,43.1
EMP_002640,Terminated,2018-10-30,2024-06-29,68,0.0229,183000,0.8428,0,,Involuntary_Restructure,50.2
EMP_002641,Terminated,2018-10-30,2023-02-28,52,-0.0218,160000,0.6327,0,,Voluntary_Personal,65.2
EMP_002642,Terminated,2018-10-30,2021-11-29,37,0.0976,168000,0.8762,1,2020-11-29,Voluntary_Personal,41.9
EMP_002643,Terminated,2018-10-30,2019-10-30,12,0.0619,108000,0.5322,0,,Voluntary_Low_Engagement,57.8
EMP_002644,Terminated,2018-10-30,2022-12-30,50,0.0557,140000,0.7562,0,,Involuntary_Restructure,56.1
EMP_002645,Terminated,2018-10-30,2022-10-30,48,0.0744,110000,0.7578,0,,Voluntary_Low_Engagement,44.6
EMP_002646,Terminated,2018-10-30,2019-12-30,14,-0.0611,113000,0.5086,0,,Voluntary_Low_Engagement,65.1
EMP_002647,Terminated,2018-10-31,2022-05-01,42,-0.0625,125000,0.7714,0,,Voluntary_Personal,49.2
EMP_002648,Terminated,2018-10-31,2020-09-30,23,0.0592,174000,0.9139,0,,Voluntary_Better_Offer,41.6
EMP_002649,Terminated,2018-10-31,2022-10-31,48,0.0298,105000,0.7644,0,,Voluntary_Personal,44.8
EMP_002650,Terminated,2018-10-31,2019-05-01,6,0.0647,109000,0.6302,0,,Voluntary_Better_Offer,61.8
EMP_002651,Terminated,2018-10-31,2024-03-31,65,0.0298,238000,0.8697,2,2023-04-01,Voluntary_Personal,47.5
EMP_002652,Terminated,2018-10-31,2020-06-30,20,0.0597,108000,0.7816,0,,Voluntary_Personal,47.3
EMP_002653,Terminated,2018-10-31,2019-12-31,14,0.0659,165000,0.4526,0,,Involuntary_Restructure,65.8
EMP_002654,Terminated,2018-11-01,2021-07-02,32,0.0601,164000,0.7957,0,,Voluntary_Personal,50.9
EMP_002655,Terminated,2018-11-01,2019-05-02,6,-0.0373,158000,0.5204,0,,Involuntary_Performance,73.1
EMP_002656,Terminated,2018-11-01,2021-05-02,30,-0.0394,98000,0.7444,0,,Voluntary_Better_Offer,44.9
EMP_002657,Active,2018-11-01,,73,-0.0438,163000,0.9265,2,2023-12-01,Still Active,40.7
EMP_002658,Terminated,2018-11-01,2020-01-31,15,-0.0296,159000,0.6136,0,,Voluntary_Low_Engagement,62.0
EMP_002659,Terminated,2018-11-01,2023-03-02,52,0.0287,124000,0.8136,0,,Voluntary_Personal,50.5
EMP_002660,Terminated,2018-11-01,2020-01-01,14,0.264,152000,0.6913,0,,Voluntary_Personal,47.7
EMP_002661,Active,2018-11-01,,73,-0.0776,143000,0.6987,0,,Still Active,56.0
EMP_002662,Terminated,2018-11-01,2021-05-02,30,0.0654,165000,0.7115,0,,Involuntary_Restructure,51.5
EMP_002663,Terminated,2018-11-02,2019-10-02,11,-0.0541,94000,0.7569,0,,Voluntary_Personal,62.1
EMP_002664,Terminated,2018-11-02,2020-03-03,16,-0.0515,97000,0.5795,0,,Voluntary_Low_Engagement,61.6
EMP_002665,Terminated,2018-11-02,2024-06-02,67,-0.0023,120000,0.6029,0,,Voluntary_Low_Engagement,59.1
EMP_002666,Terminated,2018-11-02,2022-02-01,39,0.0281,168000,0.7525,0,,Voluntary_Better_Offer,43.9
EMP_002667,Terminated,2018-11-02,2021-01-01,26,0.1216,132000,0.8932,1,2020-01-02,Voluntary_Personal,38.6
EMP_002668,Terminated,2018-11-02,2021-08-02,33,-0.0708,95000,0.5565,0,,Voluntary_Low_Engagement,66.7
EMP_002669,Terminated,2018-11-02,2020-09-01,22,0.1128,182000,0.7607,0,,Voluntary_Personal,44.4
EMP_002670,Terminated,2018-11-02,2023-09-02,58,-0.0195,130000,0.6298,0,,Voluntary_Personal,62.6
EMP_002671,Terminated,2018-11-03,2019-05-04,6,0.2723,208000,0.7401,0,,Voluntary_Low_Engagement,47.0
EMP_002672,Terminated,2018-11-03,2020-11-02,24,0.0966,132000,0.7232,0,,Voluntary_Personal,55.1
EMP_002673,Terminated,2018-11-03,2019-09-03,10,-0.0282,117000,0.4544,0,,Involuntary_Performance,72.6
EMP_002674,Terminated,2018-11-03,2024-09-02,70,0.1338,151000,0.7972,0,,Voluntary_Better_Offer,42.5
EMP_002675,Terminated,2018-11-03,2022-06-03,43,0.2606,125000,0.6959,0,,Voluntary_Better_Offer,52.9
EMP_002676,Terminated,2018-11-03,2019-09-03,10,0.0314,105000,0.8666,0,,Voluntary_Better_Offer,49.6
EMP_002677,Terminated,2018-11-03,2023-04-04,53,0.1426,131000,0.7481,0,,Voluntary_Better_Offer,52.2
EMP_002678,Terminated,2018-11-03,2019-07-04,8,-0.0771,123000,0.8348,0,,Voluntary_Better_Offer,50.1
EMP_002679,Terminated,2018-11-03,2020-11-02,24,-0.0597,93000,0.5638,0,,Voluntary_Low_Engagement,58.9
EMP_002680,Terminated,2018-11-03,2020-10-03,23,0.0672,122000,0.7761,0,,Involuntary_Restructure,44.2
EMP_002681,Terminated,2018-11-04,2023-03-05,52,-0.0498,144000,0.852,2,2022-03-05,Voluntary_Personal,43.3
EMP_002682,Terminated,2018-11-04,2022-06-04,43,0.0148,166000,0.7069,0,,Voluntary_Personal,64.1
EMP_002683,Terminated,2018-11-04,2020-10-04,23,-0.0537,146000,0.616,0,,Voluntary_Personal,57.1
EMP_002684,Terminated,2018-11-04,2019-11-04,12,-0.0092,119000,0.7202,0,,Involuntary_Restructure,50.1
EMP_002685,Terminated,2018-11-04,2019-09-04,10,0.0911,179000,0.757,0,,Voluntary_Better_Offer,54.1
EMP_002686,Terminated,2018-11-04,2021-01-03,26,0.0201,123000,0.5996,0,,Voluntary_Low_Engagement,60.1
EMP_002687,Terminated,2018-11-04,2020-01-04,14,0.0929,179000,0.5736,0,,Voluntary_Low_Engagement,65.1
EMP_002688,Terminated,2018-11-04,2022-02-03,39,-0.0458,115000,0.7112,0,,Voluntary_Better_Offer,48.6
EMP_002689,Terminated,2018-11-04,2020-10-04,23,0.0588,173000,0.7925,0,,Involuntary_Restructure,47.9
EMP_002690,Terminated,2018-11-04,2019-11-04,12,0.112,127000,0.7324,0,,Involuntary_Restructure,52.4
EMP_002691,Terminated,2018-11-04,2020-08-04,21,-0.0977,148000,0.6079,0,,Voluntary_Low_Engagement,64.0
EMP_002692,Terminated,2018-11-04,2023-09-04,58,-0.0865,121000,0.7877,0,,Voluntary_Personal,53.9
EMP_002693,Terminated,2018-11-05,2022-02-04,39,0.0668,165000,0.7899,0,,Voluntary_Personal,47.3
EMP_002694,Terminated,2018-11-05,2021-07-06,32,0.1215,149000,0.7611,0,,Voluntary_Better_Offer,45.7
EMP_002695,Terminated,2018-11-05,2022-09-05,46,0.05,120000,0.7448,0,,Voluntary_Better_Offer,48.4
EMP_002696,Terminated,2018-11-05,2021-08-05,33,-0.0202,100000,0.8452,0,,Voluntary_Personal,52.2
EMP_002697,Terminated,2018-11-05,2021-03-06,28,0.0769,143000,0.5703,0,,Voluntary_Low_Engagement,59.1
EMP_002698,Terminated,2018-11-05,2020-06-05,19,-0.042,157000,0.577,0,,Voluntary_Low_Engagement,59.0
EMP_002699,Terminated,2018-11-05,2019-12-05,13,0.0167,116000,0.7762,0,,Voluntary_Better_Offer,44.9
